;ESCOLARIDADE;TIPO_CONTRATACAO;TITULO_OCUPACAO;ESTADO;VALOR_SALARIO;QTD_VAGAS;QTD_EXPERIENCIA;REQUERIDO_DEFICIENCIA
1603;4;3;1276;27;1522.00;4;6;0
1604;11;3;256;27;1400.00;1;6;0
1605;7;3;2353;27;1900.00;1;6;0
1606;11;3;388;27;0.00;1;0;0
1608;7;3;120;27;0.00;1;0;0
1609;11;3;518;27;0.00;1;6;0
1610;11;3;538;27;0.00;1;6;0
1611;11;3;837;27;0.00;1;6;0
1612;4;3;84;27;0.00;1;1;0
1613;11;3;1218;27;0.00;1;0;0
1614;11;3;1243;27;0.00;1;6;0
1615;5;3;2445;27;1800.00;1;6;0
1616;11;3;1308;27;0.00;1;6;0
1620;11;3;2096;27;0.00;1;6;0
1621;7;3;2006;27;0.00;1;6;0
1622;7;3;1908;27;1100.00;2;0;0
1623;5;3;375;27;1251.75;1;6;0
1624;7;3;1053;27;1100.00;1;6;0
1625;11;3;577;27;2500.00;1;6;0
1626;7;3;1034;27;0.00;4;6;0
1627;7;3;2211;27;1900.00;1;6;0
1628;7;3;830;27;2300.00;2;6;0
1629;4;3;1006;27;1185.00;1;1;0
1630;4;3;667;27;1500.00;1;0;0
1631;7;3;375;27;1478.32;2;6;0
1632;7;3;1307;27;3100.00;2;6;0
1633;7;3;2006;27;1137.00;1;6;0
1634;7;3;353;27;1100.00;1;1;0
1635;11;3;2085;27;1280.00;5;6;0
1636;4;3;856;27;0.00;1;6;0
1637;8;3;1978;27;1650.00;1;6;0
1638;11;3;1848;27;2081.00;5;6;0
1639;7;3;2023;27;1206.85;2;0;0
1640;4;3;1630;27;3009.00;1;6;0
1641;7;3;1708;27;1900.00;1;6;0
1642;7;3;1598;27;1100.00;1;6;0
1643;7;3;445;27;1800.00;1;6;0
1644;4;3;1885;27;1400.00;2;6;0
1645;11;3;856;27;70.00;1;6;0
1646;8;3;260;27;1100.00;1;0;0
1647;5;3;2085;27;1199.00;1;6;0
1648;4;3;1259;27;1500.00;1;6;0
1649;2;3;1626;27;0.00;1;6;0
1650;4;3;450;27;1561.00;1;0;0
1651;8;3;285;27;1200.00;2;0;0
1653;13;3;125;27;2000.00;1;6;0
1654;13;3;812;27;0.00;1;6;0
1655;4;3;70;27;1500.00;1;6;0
1656;4;3;67;27;0.00;1;0;0
1657;4;3;1701;27;2200.00;1;6;0
1658;4;3;1056;27;2000.00;1;6;0
1660;4;3;1761;27;3009.00;1;6;0
1661;11;3;281;27;0.00;1;6;0
1662;4;3;1768;27;2200.00;1;6;0
1663;7;3;297;27;1100.00;2;1;0
1664;11;3;1678;27;0.00;1;6;0
1665;11;3;1517;27;1626.27;2;6;0
1666;7;3;2468;27;1500.00;2;6;0
1667;7;3;2468;27;1224.16;2;0;0
1668;7;3;1973;27;1224.16;1;0;0
1669;5;3;1908;27;1300.00;1;6;0
1670;7;3;1754;27;1803.00;1;6;0
1671;11;3;2093;27;0.00;4;6;0
1672;7;3;2477;27;1872.18;2;6;0
1673;11;3;1259;27;2000.00;1;6;0
1674;4;3;1908;27;1144.46;1;0;0
1675;7;3;316;27;1100.00;1;1;0
1676;13;3;812;27;1100.00;1;6;0
1677;5;3;1548;27;1820.00;18;0;0
1678;11;3;1848;27;2200.00;1;6;0
1679;11;3;1409;27;3200.00;1;6;0
1680;11;3;88;27;1320.00;1;6;0
1681;4;3;310;27;1199.00;1;6;0
1682;5;3;1307;27;1649.54;10;6;0
1683;7;3;2025;27;2000.00;1;6;0
1684;5;3;2093;27;1806.84;10;6;0
1685;7;3;2464;27;1100.00;1;0;0
1686;4;3;375;27;2002.43;1;6;0
1687;4;3;374;27;1250.00;1;6;0
1688;7;3;2464;27;1150.00;2;6;0
1689;7;3;260;27;1250.00;1;6;0
1690;4;3;2085;27;1200.00;3;6;0
1692;12;1;304;27;1100.00;1;3;0
1693;7;3;897;27;1800.00;1;6;0
1694;7;3;1576;27;1400.00;1;6;0
1695;11;3;2475;27;1100.00;1;6;0
1696;4;3;1626;27;1873.57;1;6;0
1697;11;3;298;27;1198.76;4;0;0
1699;11;3;80;27;0.00;1;6;0
1702;4;3;388;27;1750.71;1;6;0
1703;11;3;1512;27;2103.52;2;6;0
1704;7;3;2353;27;2000.00;1;6;0
1705;4;3;577;27;1500.00;1;1;0
1706;5;3;1256;27;1760.00;10;6;0
1707;4;3;1296;27;1400.00;1;6;0
1708;7;3;2211;27;2183.45;1;6;0
1709;7;3;2358;27;1700.00;1;6;0
1710;12;3;304;27;1600.00;4;6;0
1711;7;3;260;27;1293.13;1;3;0
1712;7;3;1598;27;1100.00;20;6;0
1713;7;3;1598;27;1141.65;1;6;0
1714;11;3;1517;27;1431.80;3;6;0
1715;4;3;2024;27;1100.00;20;0;0
1716;7;3;87;27;1100.00;10;0;0
1717;8;3;298;27;1100.00;10;0;0
1718;7;3;490;27;1100.00;10;0;0
1719;4;3;480;27;1100.00;5;6;0
1720;7;3;1006;27;1100.00;5;6;0
1721;5;3;995;27;1100.00;5;0;0
1722;7;3;275;27;1100.00;1;6;0
1723;7;3;2475;27;1100.00;5;6;0
1724;4;3;1831;27;1100.00;3;0;0
1725;4;3;888;27;1244.00;3;6;0
1726;8;3;918;27;1244.00;3;6;0
1727;4;3;893;27;1244.00;3;6;0
1728;7;3;1619;27;1200.00;1;6;0
1729;7;3;920;27;1244.00;3;6;0
1730;5;3;375;27;1100.00;20;0;0
1731;7;3;1074;27;1500.00;1;6;0
1732;8;3;2093;27;1500.00;1;6;0
1733;4;3;2029;27;0.00;1;6;0
1734;4;3;104;27;0.00;1;6;0
1735;4;3;1414;27;0.00;1;6;0
1736;5;3;2211;27;1800.00;1;6;0
1737;5;3;375;27;1175.53;4;0;0
1738;7;3;2209;27;1100.00;1;6;0
1739;7;3;1517;27;0.00;8;6;0
1740;11;3;577;27;1500.00;1;6;0
1741;4;3;2215;27;0.00;1;6;0
1742;8;3;2221;27;1320.00;6;0;0
1743;13;3;2167;27;0.00;1;0;0
1744;7;3;2343;27;1683.00;1;0;0
1745;7;3;2468;27;0.00;3;0;0
1747;7;3;624;27;0.00;1;6;0
1749;7;3;2353;27;0.00;2;0;0
1750;11;3;388;27;1100.00;1;0;0
1751;4;3;1177;27;1175.30;4;6;0
1752;4;3;748;27;1200.00;1;6;0
1753;4;3;1918;27;1200.00;1;6;0
1754;7;3;2449;27;1100.00;1;6;0
1755;12;3;642;27;0.00;1;1;0
1756;7;4;304;27;1642.00;8;6;0
1757;4;3;1198;27;0.00;1;6;0
1758;11;3;326;27;1100.00;1;6;0
1759;7;3;2468;27;1480.00;1;6;0
1760;5;3;2270;27;1600.00;1;6;0
1761;7;3;2467;27;0.00;1;6;0
1762;7;3;246;27;1600.00;3;0;0
1763;5;3;1517;27;1300.00;2;6;0
1764;5;3;1706;27;1400.00;1;6;0
1765;11;3;327;27;1444.00;1;1;0
1766;11;3;289;27;1444.00;2;1;0
1767;13;3;144;27;2245.95;1;6;0
1768;7;3;369;27;1500.00;1;6;0
1769;7;3;2350;27;1500.00;5;6;0
1770;11;3;724;27;1100.00;2;6;0
1771;7;3;1255;27;1100.00;1;6;0
1772;7;3;520;27;1100.00;1;6;0
1773;5;3;1198;27;1567.00;1;6;0
1774;4;3;1512;27;2103.52;1;6;0
1775;4;3;1046;27;1503.93;1;6;0
1776;13;3;304;27;1100.00;1;6;0
1777;13;3;667;27;3000.00;2;6;0
1778;5;3;748;27;1393.00;1;6;0
1779;13;3;125;27;2313.00;1;6;0
1780;12;3;304;27;1400.00;1;6;0
1781;7;3;403;27;1200.00;10;3;0
1782;7;3;1326;27;2000.00;1;6;0
1783;7;3;1416;27;1300.00;1;6;0
1784;11;3;1761;27;1850.00;5;6;0
1785;7;3;813;27;1652.00;1;6;0
1786;7;3;404;27;1400.00;1;6;0
1787;4;3;1756;27;1215.31;1;0;0
1788;4;3;538;27;2000.00;2;6;0
1789;11;3;2062;27;1215.31;1;0;0
1791;4;4;1759;27;2400.00;2;6;0
1792;5;3;12;27;0.00;1;0;0
1793;4;3;543;27;0.00;1;0;0
1794;13;3;618;27;0.00;1;0;0
1795;4;3;70;27;0.00;3;6;0
1797;7;3;479;27;1120.00;1;6;0
1798;8;3;489;27;0.00;2;6;0
1799;5;3;375;27;1500.00;1;0;0
1800;7;3;2023;27;1100.00;2;6;0
1801;4;3;260;27;1200.00;1;6;0
1802;11;3;63;27;1198.76;2;0;0
1803;11;3;1671;27;1300.00;1;0;0
1804;11;3;1003;27;1198.76;4;0;0
1805;5;3;1198;27;1400.00;1;6;0
1806;4;3;2207;27;3570.00;1;6;0
1807;4;3;2462;27;1100.00;2;6;0
1808;4;3;995;27;1345.79;1;6;0
1809;7;3;286;27;1100.00;2;6;0
1811;4;3;601;27;1100.00;1;6;0
1813;7;3;1046;27;1500.00;1;6;0
1814;11;3;375;27;1100.00;3;6;0
1815;0;3;1511;27;1100.00;1;6;0
1816;5;3;856;27;1100.00;1;0;0
1817;4;3;1547;27;2589.57;1;6;0
1818;7;3;1996;27;0.00;3;6;0
1819;4;3;1228;27;1100.00;2;6;0
1820;4;3;1321;27;1872.00;1;6;0
1821;7;3;1996;27;1100.00;1;6;0
1822;5;3;536;27;1806.00;7;6;0
1823;7;3;2024;27;1188.42;1;6;0
1824;5;3;1450;27;2000.00;1;6;0
1825;4;3;289;27;1188.42;1;6;0
1826;4;3;489;27;1100.00;1;6;0
1827;11;3;67;27;1200.00;5;0;0
1828;8;1;346;27;0.00;1;0;0
1829;7;3;2324;27;1656.00;1;6;0
1830;7;3;304;27;1218.15;1;6;0
1831;4;3;2353;27;1650.00;1;6;0
1832;4;3;1755;27;1123.04;1;0;0
1833;11;3;374;27;1417.00;1;0;0
1835;7;3;2353;27;1370.85;1;0;0
1836;11;3;485;27;1100.00;1;6;0
1837;12;1;342;27;0.00;1;0;0
1838;4;3;1895;27;0.00;1;6;0
1839;7;4;1301;27;1800.00;4;6;0
1840;7;4;998;27;2226.00;1;6;0
1842;7;3;273;27;1150.00;1;6;0
1844;7;4;286;27;1474.00;2;0;0
1845;1;3;479;27;1997.00;6;6;0
1846;2;3;2168;27;0.00;1;6;0
1847;11;3;2353;27;0.00;1;6;0
1848;7;3;667;27;1173.74;7;0;0
1849;4;3;1836;27;2000.00;1;6;0
1850;7;3;1104;27;2336.65;7;6;0
1851;7;3;327;27;1119.96;2;6;0
1852;7;3;651;27;1500.00;1;6;0
1853;7;3;272;27;1250.00;1;6;0
1854;2;3;2352;27;1200.00;1;6;0
1855;7;3;2024;27;1180.00;1;0;0
1856;7;3;330;27;0.00;1;6;0
1857;8;3;2464;27;1100.00;2;6;0
1858;7;3;814;27;1100.00;2;6;0
1859;7;3;123;27;2300.00;1;6;0
1860;7;3;1746;27;1100.00;2;6;0
1861;8;0;304;27;1100.00;30;0;0
1862;7;3;1996;27;1100.00;3;6;0
1863;11;3;2084;27;1100.00;1;6;0
1864;4;3;1245;27;0.00;1;6;0
1865;4;3;377;27;2200.00;1;0;0
1866;11;3;289;27;1500.00;1;6;0
1867;11;3;2085;27;1212.57;10;0;0
1868;11;3;1848;27;1609.93;10;6;0
1869;7;3;67;27;1100.00;1;6;0
1870;4;3;556;27;1609.93;10;6;0
1871;5;3;2464;27;1200.00;1;6;0
1872;7;3;344;27;1222.00;1;6;0
1873;7;3;1598;27;0.00;2;6;0
1874;4;3;289;27;0.00;1;6;0
1875;7;3;667;27;1500.00;1;6;0
1876;7;3;2353;27;2700.00;1;6;0
1878;11;3;375;27;1100.00;3;0;0
1879;7;3;2464;27;1157.00;1;6;0
1880;7;3;304;27;1100.00;2;6;0
1881;12;1;344;27;0.00;1;0;0
1882;11;3;849;27;1197.60;4;6;0
1883;7;3;1292;27;1700.00;1;6;0
1884;7;3;398;27;1100.00;1;6;0
1885;11;3;1598;27;1100.00;1;6;0
1886;7;3;1324;27;1980.00;1;6;0
1887;11;3;287;27;1202.88;2;6;0
1888;12;3;304;27;1200.00;1;6;0
1889;11;3;87;27;1144.00;2;6;0
1890;4;3;995;27;1100.00;1;6;0
1891;4;3;767;27;1216.00;2;3;0
1892;4;3;479;27;1800.00;2;6;0
1893;7;3;2337;27;1592.92;7;6;0
1894;4;3;1627;27;1700.00;1;6;0
1895;7;3;84;27;1262.90;1;6;0
1896;4;3;667;27;1500.00;1;3;0
1897;7;3;1009;27;1350.00;1;6;0
1898;4;3;2085;27;1243.00;5;0;0
1899;7;3;304;27;1232.00;1;6;0
1900;11;3;1517;27;1600.00;1;6;0
1901;4;3;524;27;1171.54;8;0;0
1902;7;3;1973;27;1200.00;1;6;0
1903;4;3;1626;27;1171.54;1;0;0
1904;13;3;1084;27;6000.00;1;6;0
1905;7;3;1891;27;8.85;2;6;0
1906;13;3;805;27;4000.00;1;6;0
1907;12;1;304;27;0.00;1;0;0
1908;7;3;404;27;1200.00;1;3;0
1909;5;3;1547;27;2535.45;3;6;0
1910;4;3;818;27;2190.00;1;6;0
1911;4;3;1009;27;1171.54;1;0;0
1912;7;3;981;27;1171.54;1;0;0
1913;5;3;2086;27;1200.00;2;6;0
1914;5;3;200;27;2000.00;1;6;0
1915;7;3;485;27;1100.00;1;6;0
1916;5;3;1848;27;2000.00;2;6;0
1917;13;3;121;27;2500.00;1;6;0
1918;7;3;1598;27;1254.64;4;0;0
1919;4;3;2341;27;2852.00;1;6;0
1920;12;3;16;27;1100.00;1;6;0
1921;4;3;2172;27;0.00;2;6;0
1922;7;3;310;27;1400.00;1;6;0
1924;4;3;748;27;0.00;4;6;0
1925;5;3;1;27;0.00;1;0;0
1926;11;3;402;27;0.00;1;0;0
1927;13;3;2334;27;3500.00;1;6;0
1928;5;3;753;27;0.00;1;0;0
1929;4;3;871;27;2190.00;1;6;0
1930;7;3;915;27;0.00;1;6;0
1931;5;4;1517;27;1100.00;1;6;0
1932;4;3;1681;27;2061.00;1;6;0
1933;8;3;2464;27;1100.00;1;6;0
1935;13;3;2334;27;4000.00;1;6;0
1937;11;3;758;27;1100.00;1;3;0
1938;7;3;304;27;1300.00;1;1;0
1939;4;3;1259;27;1926.00;4;6;0
1940;5;3;856;27;1200.00;1;6;0
1941;7;3;304;27;1211.40;1;6;0
1942;11;3;1485;27;1372.00;4;6;0
1943;7;3;2309;27;2200.00;1;0;0
1944;5;3;450;27;1156.50;1;0;0
1945;11;3;2353;27;2500.00;1;6;0
1946;12;3;246;27;0.00;1;6;0
1947;12;3;233;27;0.00;1;6;0
1948;5;3;84;27;0.00;5;0;0
1949;11;3;856;27;1200.00;1;0;0
1950;7;3;304;27;1259.35;1;6;0
1951;12;1;934;27;0.00;1;0;0
1952;7;3;91;27;1500.00;1;6;0
1953;5;3;1276;27;1100.00;1;6;0
1954;13;3;1084;27;4000.00;1;6;0
1956;7;3;375;27;1259.35;1;6;0
1957;4;3;2464;27;1140.00;1;0;0
1958;7;3;2334;27;3800.00;1;6;0
1959;7;3;229;27;1432.00;1;0;0
1961;4;3;375;27;1100.00;3;0;0
1962;7;3;648;27;0.00;1;0;0
1963;5;3;375;27;1100.00;1;6;0
1965;7;3;344;27;1500.00;1;6;0
1966;7;3;1973;27;1225.33;1;6;0
1967;7;3;2129;27;0.00;1;6;0
1968;7;3;1305;27;0.00;1;6;0
1971;7;3;2023;27;1100.00;1;0;0
1972;4;3;67;27;0.00;3;6;0
1973;13;3;1426;27;0.00;1;0;0
1974;7;3;495;27;1100.00;1;6;0
1975;7;3;608;27;1188.00;1;6;0
1976;0;3;2460;27;1197.00;2;6;0
1977;7;3;147;27;1868.72;1;6;0
1978;4;3;995;27;0.00;2;3;0
1979;7;3;344;27;1400.00;1;0;0
1980;7;3;325;27;1100.00;2;6;0
1981;7;3;1436;27;1200.00;1;6;0
1982;7;3;1149;27;2000.00;1;6;0
1983;12;3;404;27;0.00;1;0;0
1984;7;3;297;27;1176.00;4;0;0
1985;7;3;2468;27;1100.00;2;6;0
1986;11;3;743;27;1300.00;2;6;0
1987;11;3;325;27;1100.00;2;6;0
1988;2;3;1307;27;1673.76;3;6;0
1989;7;3;503;27;682.00;2;0;0
1990;12;1;229;27;1100.00;1;0;0
1993;4;3;297;27;1301.68;1;6;0
1994;4;3;2277;27;1764.00;30;0;0
1995;4;3;388;27;1100.00;1;6;0
1996;8;3;2449;27;1456.00;1;0;0
1997;4;3;2464;27;1100.00;1;6;0
1998;7;3;1626;27;2231.47;1;6;0
1999;4;3;813;27;0.00;1;6;0
2000;4;3;85;27;0.00;1;6;0
2001;7;3;120;27;2253.08;1;6;0
2002;4;3;868;27;0.00;1;6;0
2003;4;3;1220;27;1100.00;1;6;0
2004;11;3;351;27;1116.00;1;0;0
2005;5;3;2085;27;0.00;1;0;0
2006;7;3;305;27;0.00;1;6;0
2007;4;3;733;27;1102.00;1;6;0
2008;4;3;819;27;2096.00;1;6;0
2009;7;3;759;27;1500.00;1;6;0
2010;4;3;1046;27;0.00;1;6;0
2011;4;3;1312;27;2600.00;4;6;0
2012;4;3;616;27;0.00;1;6;0
2014;4;3;485;27;1100.00;1;6;0
2015;7;3;2137;27;2100.00;3;6;0
2016;7;3;1815;27;1239.58;1;0;0
2017;8;3;2477;27;8.51;3;0;0
2018;7;3;1996;27;0.00;1;0;0
2019;7;3;281;27;0.00;1;6;0
2020;11;3;1281;27;0.00;1;0;0
2021;13;3;122;27;0.00;1;6;0
2022;4;3;1768;27;1850.00;1;6;0
2023;5;3;2250;27;1115.92;1;6;0
2024;13;3;1015;27;0.00;1;6;0
2025;13;3;122;27;0.00;2;6;0
2026;7;3;304;27;1200.00;5;0;0
2028;11;3;1891;27;1800.00;3;6;0
2029;13;3;157;27;2300.00;7;0;0
2030;4;3;1513;27;1350.00;1;5;0
2031;4;3;2475;27;0.00;2;3;0
2032;4;3;440;27;1227.75;8;3;0
2033;4;3;85;27;0.00;2;6;0
2034;13;3;2092;27;1600.00;5;0;0
2035;4;3;1198;27;1709.74;1;6;0
2036;7;3;256;27;2000.00;1;6;0
2037;7;3;1759;27;1800.00;1;6;0
2038;7;3;2015;27;0.00;1;6;0
2039;5;3;1548;27;1820.00;1;6;0
2040;4;3;830;27;1705.00;2;6;0
2041;4;3;327;27;1100.00;1;0;0
2042;7;3;1692;27;2500.00;1;6;0
2043;7;3;375;27;1342.00;1;0;0
2044;4;3;998;27;1460.00;2;6;0
2045;11;3;856;27;1200.00;1;6;0
2047;7;3;2452;27;0.00;1;6;0
2048;8;3;84;27;1690.00;2;6;0
2049;11;3;1548;27;1820.00;18;6;0
2050;11;3;1548;27;1820.00;1;6;0
2051;4;3;479;27;0.00;1;6;0
2052;7;3;680;27;2332.80;2;6;0
2053;5;3;1046;27;0.00;1;0;0
2054;5;3;315;27;0.00;1;0;0
2055;11;3;1474;27;1600.00;6;6;0
2056;7;3;1006;27;0.00;1;6;0
2057;7;3;2353;27;1915.75;1;6;0
2059;7;3;2005;27;1279.00;1;6;0
2060;0;3;733;27;1100.00;1;0;0
2061;11;3;2217;27;1643.20;4;6;0
2062;11;3;1181;27;1100.00;1;6;0
2063;11;3;1848;27;1100.00;5;6;0
2064;11;3;244;27;1944.10;3;6;0
2065;11;3;1166;27;1100.00;1;0;0
2066;7;3;1819;27;1832.00;1;6;0
2068;7;3;826;27;1832.00;1;6;0
2069;11;3;2086;27;1100.00;5;6;0
2070;7;3;274;27;0.00;1;6;0
2071;11;3;861;27;1100.00;1;6;0
2072;8;0;304;27;1100.00;10;0;0
2073;7;4;2353;27;11.59;1;6;0
2074;7;3;1429;27;1300.00;2;6;0
2075;4;3;1517;27;0.00;3;1;0
2076;5;3;1307;27;1870.00;2;6;0
2077;7;3;1101;27;1900.00;1;6;0
2078;5;3;2093;27;1870.00;2;6;0
2079;7;3;1568;27;1832.00;1;6;0
2080;7;3;2316;27;2559.82;1;6;0
2081;11;3;479;27;2500.00;1;6;0
2084;7;3;1100;27;2500.00;1;6;0
2085;7;3;820;27;1531.00;1;6;0
2086;11;3;2447;27;1300.00;1;6;0
2087;5;3;557;27;1366.20;10;6;0
2088;2;3;1626;27;1803.76;1;6;0
2089;7;3;1768;27;2200.00;1;6;0
2092;11;3;1527;27;0.00;1;6;0
2093;7;3;1626;27;1600.00;1;6;0
2094;7;3;190;27;1800.00;1;6;0
2095;4;3;1836;27;0.00;1;6;0
2096;4;3;87;27;1110.00;1;6;0
2097;7;3;375;27;1300.00;1;0;0
2098;11;3;1836;27;2200.00;1;6;0
2099;11;3;193;27;1100.00;1;6;0
2100;4;3;260;27;1110.00;1;6;0
2101;7;3;2085;27;1100.00;1;6;0
2103;11;3;1301;27;1442.00;1;6;0
2104;4;3;813;27;1960.00;2;6;0
2105;11;3;327;27;1200.00;2;3;0
2106;11;3;88;27;1100.00;2;6;0
2107;4;3;2024;27;1219.74;3;6;0
2108;4;3;1848;27;1832.60;1;6;0
2109;7;3;214;27;1939.82;1;6;0
2110;4;3;577;27;0.00;1;6;0
2111;7;3;500;27;1490.00;2;6;0
2112;5;3;1626;27;1500.00;2;6;0
2113;7;3;1598;27;1219.74;5;6;0
2114;11;3;375;27;1166.22;5;0;0
2115;7;3;1974;27;1342.11;1;6;0
2116;11;3;2274;27;0.00;1;6;0
2117;7;3;2161;27;2500.00;1;6;0
2118;8;3;2023;27;1200.00;4;0;0
2119;5;3;78;27;1300.00;2;6;0
2121;5;3;1551;27;1500.00;2;6;0
2122;4;3;310;27;1243.00;2;0;0
2123;4;3;260;27;1100.00;3;6;0
2124;7;3;2024;27;1540.95;1;0;0
2125;7;3;347;27;1189.93;1;6;0
2127;7;3;1513;27;5.66;3;6;0
2128;5;3;1259;27;1600.00;2;6;0
2129;7;3;1185;27;1100.00;1;0;0
2130;12;3;404;27;1100.00;1;6;0
2131;12;3;322;27;1100.00;1;6;0
2132;13;3;1074;27;3239.70;1;6;0
2133;7;3;1576;27;1100.00;1;6;0
2134;7;3;1598;27;1180.00;2;0;0
2135;7;3;256;27;1210.47;1;0;0
2136;7;3;1074;27;2180.46;2;6;0
2137;12;1;2356;27;600.00;1;0;0
2138;7;3;2468;27;1144.71;3;6;0
2139;12;1;2188;27;0.00;1;0;0
2140;8;3;1598;27;1100.00;5;0;0
2141;11;3;657;27;1198.76;2;0;0
2143;11;3;1626;27;2000.00;4;0;0
2144;11;3;849;27;1198.76;4;0;0
2145;7;3;450;27;1100.00;1;6;0
2146;7;3;1512;27;2155.41;2;6;0
2147;11;3;489;27;1198.76;5;0;0
2149;4;3;543;27;1394.00;1;0;0
2150;8;3;327;27;1394.00;1;0;0
2151;7;3;1973;27;1500.00;3;0;0
2152;12;3;2324;27;1200.00;1;6;0
2153;11;3;2445;27;2000.00;1;6;0
2154;7;3;2464;27;1100.00;3;6;0
2156;7;3;2449;27;1219.00;1;3;0
2157;7;3;2452;27;1234.88;1;6;0
2158;7;3;1074;27;2180.46;1;6;0
2159;4;3;112;27;1450.00;4;0;0
2160;7;3;375;27;1100.00;7;6;0
2161;4;3;120;27;1100.00;1;6;0
2162;7;3;215;27;1400.00;1;3;0
2163;4;3;746;27;1200.00;1;6;0
2164;4;3;998;27;1460.00;1;6;0
2165;11;3;733;27;1100.00;1;0;0
2166;4;3;1548;27;2200.00;9;6;0
2167;11;3;1598;27;1198.76;20;0;0
2168;7;3;256;27;1100.00;1;6;0
2169;11;3;289;27;1198.76;4;0;0
2170;11;3;2445;27;1800.00;1;6;0
2171;11;3;1576;27;1198.76;10;0;0
2172;13;3;151;27;0.00;1;6;0
2173;7;3;304;27;1224.16;3;6;0
2174;5;3;1848;27;1685.00;5;6;0
2177;11;3;1239;27;1198.76;1;0;0
2178;7;3;310;27;1500.00;1;6;0
2179;13;3;125;27;0.00;1;6;0
2180;13;3;805;27;0.00;1;6;0
2181;7;3;1307;27;0.00;1;6;0
2182;11;3;1009;27;1320.00;4;0;0
2184;5;3;1630;27;3009.00;2;6;0
2185;11;3;2023;27;1198.76;4;0;0
2186;11;3;479;27;2000.00;4;0;0
2187;13;3;787;27;0.00;1;6;0
2188;7;3;556;27;0.00;1;6;0
2189;7;3;1967;27;5923.00;1;6;0
2191;8;3;281;27;1100.00;2;6;0
2192;7;3;667;27;1200.00;1;6;0
2193;7;3;1177;27;1100.00;1;0;0
2194;13;3;693;27;2500.00;1;6;0
2195;7;3;1996;27;1100.00;1;0;0
2198;5;3;1773;27;1600.00;1;6;0
2200;5;3;85;27;1148.79;10;6;0
2202;11;3;1321;27;0.00;2;6;0
2203;11;3;2086;27;1100.00;4;6;0
2204;5;3;1848;27;1504.45;10;6;0
2205;4;3;1761;27;2095.21;3;6;0
2207;7;3;229;27;1500.00;1;6;0
2208;7;3;2353;27;1728.42;1;0;0
2209;7;3;256;27;0.00;1;6;0
2210;7;3;1761;27;2300.00;6;6;0
2211;5;3;2084;27;1188.41;1;6;0
2212;7;3;2464;27;1500.00;1;0;0
2213;4;3;375;27;0.00;1;0;0
2215;5;3;285;27;1215.00;4;0;0
2216;5;3;327;27;1215.00;4;0;0
2217;4;3;856;27;1200.00;1;0;0
2218;5;3;67;27;1150.00;1;6;0
2220;4;3;981;27;1500.00;1;6;0
2221;4;3;1676;27;2061.00;2;6;0
2222;11;3;387;27;1200.00;1;0;0
2223;7;3;2456;27;1100.00;3;6;0
2224;5;3;374;27;0.00;1;6;0
2225;11;4;260;27;1100.00;1;0;0
2226;4;3;374;27;0.00;1;3;0
2227;0;3;858;27;1192.40;1;6;0
2228;7;3;1908;27;1589.34;1;6;0
2229;4;3;374;27;1222.00;1;0;0
2230;4;3;1703;27;1339.47;1;3;0
2231;4;3;1211;27;0.00;1;6;0
2232;5;3;85;27;1238.60;20;6;0
2233;8;3;1312;27;8.18;1;6;0
2234;5;3;1284;27;0.00;1;6;0
2236;4;3;853;27;1270.00;1;6;0
2237;4;3;2475;27;1589.34;5;3;0
2238;7;3;1485;27;1100.00;1;6;0
2239;4;3;489;27;1520.00;1;6;0
2240;4;3;1551;27;1100.00;1;0;0
2242;5;3;628;27;1700.00;1;6;0
2243;7;3;678;27;1100.00;1;0;0
2244;7;3;2302;27;2462.05;1;6;0
2245;5;3;977;27;1700.00;1;6;0
2246;7;3;1908;27;1589.34;5;3;0
2247;8;3;1709;27;1100.00;1;6;0
2248;7;4;1467;27;1730.54;8;6;0
2249;4;3;2093;27;1590.00;2;3;0
2250;7;3;2024;27;1100.00;1;0;0
2251;4;3;1598;27;1230.00;1;6;0
2253;5;3;813;27;1100.00;5;6;0
2254;7;3;1307;27;2800.00;1;6;0
2255;4;3;995;27;1227.75;1;6;0
2257;12;1;933;27;0.00;1;0;0
2258;4;3;1517;27;1745.85;3;6;0
2259;5;3;375;27;1301.05;1;6;0
2260;0;3;85;27;1100.00;5;6;0
2261;7;3;302;27;0.00;1;6;0
2262;8;3;2467;27;0.00;1;6;0
2263;4;3;577;27;1400.00;1;6;0
2264;11;3;327;27;1100.00;1;3;0
2265;11;3;377;27;1177.50;2;0;0
2266;7;3;31;27;1128.53;1;0;0
2267;5;3;289;27;1100.00;2;6;0
2268;13;3;787;27;3500.00;1;6;0
2269;7;3;304;27;1200.00;1;6;0
2270;7;3;1513;27;1300.00;1;6;0
2271;7;3;544;27;1100.00;1;6;0
2272;2;3;995;27;1227.75;1;0;0
2273;7;3;2005;27;1100.00;2;6;0
2274;7;3;2005;27;1100.00;1;6;0
2275;13;3;2187;27;0.00;1;6;0
2276;7;3;1328;27;0.00;1;6;0
2277;11;3;448;27;1300.00;1;0;0
2278;13;3;151;27;3500.00;1;6;0
2279;4;3;1305;27;2000.00;1;6;0
2280;4;3;1517;27;1100.00;10;0;0
2281;5;3;286;27;1241.00;1;6;0
2282;4;3;374;27;1160.50;1;6;0
2283;4;3;2446;27;1100.00;1;6;0
2284;7;3;304;27;1626.00;1;3;0
